"R_fighter","B_fighter","R_odds","B_odds","R_ev","B_ev","date","location","country","Winner","title_bout","weight_class","gender","no_of_rounds","B_current_lose_streak","B_current_win_streak","B_draw","B_avg_SIG_STR_landed","B_avg_SIG_STR_pct","B_avg_SUB_ATT","B_avg_TD_landed","B_avg_TD_pct","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO/TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Stance","B_Height_cms","B_Reach_cms","B_Weight_lbs","R_current_lose_streak","R_current_win_streak","R_draw","R_avg_SIG_STR_landed","R_avg_SIG_STR_pct","R_avg_SUB_ATT","R_avg_TD_landed","R_avg_TD_pct","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO/TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Stance","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","B_age","lose_streak_dif","win_streak_dif","longest_win_streak_dif","win_dif","loss_dif","total_round_dif","total_title_bout_dif","ko_dif","sub_dif","height_dif","reach_dif","age_dif","sig_str_dif","avg_sub_att_dif","avg_td_dif","empty_arena","B_match_weightclass_rank","R_match_weightclass_rank","better_rank","finish","finish_details","finish_round","finish_round_time","total_fight_time_secs","R_kd_bout","B_kd_bout","R_sig_str_landed_bout","B_sig_str_landed_bout","R_sig_str_attempted_bout","B_sig_str_attempted_bout","R_sig_str_pct_bout","B_sig_str_pct_bout","R_tot_str_landed_bout","B_tot_str_landed_bout","R_tot_str_attempted_bout","B_tot_str_attempted_bout","R_td_landed_bout","B_td_landed_bout","R_td_attempted_bout","B_td_attempted_bout","R_td_pct_bout","B_td_pct_bout","R_sub_attempts_bout","B_sub_attempts_bout","R_pass_bout","B_pass_bout","R_rev_bout","B_rev_bout","isWeekend","days","month","year","class","rank"
"Joanna Jedrzejczyk","Rose Namajunas",-700,500,14.28571429,500,2017-11-04,"New York City, New York, USA","USA","0",TRUE,"Women's Strawweight","FEMALE",5,0,1,0,43.5,0.46,1,2.5,0.66,3,2,17,1,0,0,1,0,3,0,4,"Orthodox",165.1,165.1,115,0,8,0,131.875,0.475,0,0.25,0.1875,8,0,31,6,0,1,5,2,0,0,8,"Orthodox",167.64,165.1,125,30,25,0,-7,-5,-4,-2,-14,-5,-2,3,-2.54,0,5,-88.375,1,2.25,0,"4","0","Red","KO/TKO","Punch",1,03:03:00,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Nov","2017","B_Women's Strawweight_rank","4"
"Claudia Gadelha","Jessica Andrade",-290,245,34.48275862,245,2017-09-22,"Saitama, Saitama, Japan","Japan","0",FALSE,"Women's Strawweight","FEMALE",3,1,0,0,68.09090909,0.552727273,0.454545455,1.727272727,0.54,3,4,26,1,0,1,3,1,2,0,7,"Orthodox",154.94,157.48,115,0,2,0,52.16666667,0.393333333,0.833333333,4.5,0.676666667,2,2,18,1,0,0,3,0,1,0,4,"Orthodox",162.56,160.02,115,28,25,-1,-2,1,3,-2,8,0,1,1,-7.62,-2.54,3,15.92424242,-0.378787878,-2.772727273,0,"4","1","Red","U-DEC",NA,3,05:00:00,900,0,0,42,141,91,241,0.46,0.58,47,242,96,355,0,4,7,7,0,0.57,2,0,0,5,0,0,FALSE,"Friday","Sep","2017","B_Women's Strawweight_rank","4"
"Joanne Calderwood","Cynthia Calvillo",180,-220,180,45.45454545,2017-07-16,"Glasgow, Scotland, United Kingdom","United Kingdom","0",FALSE,"Women's Strawweight","FEMALE",3,0,2,0,31.5,0.395,3,1,1,2,0,4,0,0,0,0,0,2,0,2,"Orthodox",162.56,162.56,115,1,0,0,67.6,0.524,0,1.6,0.35,2,2,11,0,0,0,2,1,0,0,3,"Orthodox",167.64,165.1,125,31,30,1,2,0,-1,2,-7,0,-1,2,-5.08,-2.54,1,-36.1,3,-0.6,0,"14","8","Red","U-DEC",NA,3,05:00:00,900,0,0,63,54,176,111,0.35,0.48,68,62,181,119,0,2,0,5,0,0.4,0,2,0,2,1,0,TRUE,"Sunday","Jul","2017","B_Women's Strawweight_rank","14"
"Claudia Gadelha","Karolina Kowalkiewicz",-280,240,35.71428571,240,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil","Brazil","1",FALSE,"Women's Strawweight","FEMALE",3,1,0,0,79.75,0.35,0,0,0,3,1,14,1,0,1,2,0,0,0,3,"Orthodox",160.02,162.56,115,0,1,0,61,0.416,0.8,5.2,0.712,1,2,17,1,0,0,3,0,0,0,3,"Orthodox",162.56,160.02,115,28,31,-1,-1,2,0,1,-3,0,0,0,-2.54,2.54,-3,18.75,-0.8,-5.2,0,"2","1","Red","SUB","Rear Naked Choke",1,03:03:00,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jun","2017","B_Women's Strawweight_rank","2"
"Joanna Jedrzejczyk","Jessica Andrade",-190,165,52.63157895,165,2017-05-13,"Dallas, Texas, USA","USA","1",TRUE,"Women's Strawweight","FEMALE",5,0,3,0,66.6,0.57,0.5,1.7,0.574,3,3,21,0,0,1,3,1,2,0,7,"Orthodox",154.94,157.48,115,0,7,0,118.5714286,0.452857143,0,0.285714286,0.214285714,7,0,26,5,0,1,4,2,0,0,7,"Orthodox",167.64,165.1,125,29,25,0,-4,-4,0,-3,-5,-5,-1,2,-12.7,-7.62,4,-51.9714286,0.5,1.414285714,0,"3","0","Red","U-DEC",NA,5,05:00:00,1500,0,0,225,83,352,218,0.63,0.38,230,94,357,230,0,2,0,10,0,0.2,0,0,0,1,0,0,TRUE,"Saturday","May","2017","B_Women's Strawweight_rank","3"
"Rose Namajunas","Michelle Waterson",110,-130,110,76.92307692,2017-04-15,"Kansas City, Missouri, USA","USA","1",FALSE,"Women's Strawweight","FEMALE",3,0,2,0,29.5,0.74,3,2,1,2,0,4,0,0,0,0,0,2,0,2,"Orthodox",160.02,157.48,115,1,0,0,42.8,0.422,1,2.8,0.592,3,2,15,1,0,0,1,0,2,0,3,"Orthodox",165.1,165.1,115,24,31,1,2,-1,-1,2,-11,-1,0,0,-5.08,-7.62,-7,-13.3,2,-0.8,0,"6","4","Red","SUB","Rear Naked Choke",2,02:47:00,467,1,0,47,22,72,33,0.65,0.66,56,31,86,44,1,1,1,1,1,1,1,0,3,0,1,0,TRUE,"Saturday","Apr","2017","B_Women's Strawweight_rank","6"
"Paige VanZant","Michelle Waterson",-110,-110,90.90909091,90.90909091,2016-12-17,"Sacramento, California, USA","USA","0",FALSE,"Women's Strawweight","FEMALE",5,0,1,0,47,0.78,4,3,1,1,0,3,0,0,0,0,0,1,0,1,"Orthodox",160.02,157.48,115,0,1,0,47.2,0.486,0.8,1.6,0.264,3,1,16,0,0,0,1,2,1,0,4,"Orthodox",162.56,165.1,115,22,30,0,0,-2,-3,1,-13,0,-2,0,-2.54,-7.62,-8,-0.2,3.2,1.4,0,"11","7","Red","SUB","Rear Naked Choke",1,03:21:00,201,0,0,5,12,12,17,0.41,0.7,9,13,16,18,0,1,1,1,0,1,0,2,0,1,0,0,TRUE,"Saturday","Dec","2016","B_Women's Strawweight_rank","11"
"Joanna Jedrzejczyk","Karolina Kowalkiewicz",-400,325,25,325,2016-11-12,"New York City, New York, USA","USA","1",TRUE,"Women's Strawweight","FEMALE",5,0,3,0,89.66666667,0.393333333,0,0,0,3,0,9,0,0,1,2,0,0,0,3,"Orthodox",160.02,162.56,115,0,6,0,109.8333333,0.45,0,0.166666667,0.083333333,6,0,21,4,0,1,3,2,0,0,6,"Orthodox",167.64,165.1,125,29,31,0,-3,-3,-3,0,-12,-4,-2,0,-7.62,-2.54,-2,-20.16666663,0,-0.166666667,0,"2","0","Red","U-DEC",NA,5,05:00:00,1500,0,0,171,50,360,220,0.47,0.22,181,63,371,234,1,0,1,1,1,0,0,0,0,0,0,0,TRUE,"Saturday","Nov","2016","B_Women's Strawweight_rank","2"
"Jessica Andrade","Joanne Calderwood",-130,110,76.92307692,110,2016-09-10,"Cleveland, Ohio, USA","USA","1",FALSE,"Women's Strawweight","FEMALE",3,0,2,0,81.25,0.53,0,2,0.4375,2,1,10,0,0,0,2,1,0,0,3,"Orthodox",167.64,165.1,125,0,1,0,64.375,0.57375,0.5,1.625,0.5525,3,3,17,0,0,1,2,1,1,0,5,"Orthodox",154.94,157.48,115,24,30,0,1,-1,-2,2,-7,0,0,-1,12.7,7.62,-6,16.875,-0.5,0.375,0,"7","6","Red","SUB","Guillotine Choke",1,04:38:00,278,0,0,20,13,28,26,0.71,0.5,44,23,58,36,2,0,3,0,0.66,0,1,0,3,0,0,0,TRUE,"Saturday","Sep","2016","B_Women's Strawweight_rank","7"
"Rose Namajunas","Karolina Kowalkiewicz",-190,165,52.63157895,165,2016-07-30,"Atlanta, Georgia, USA","USA","0",FALSE,"Women's Strawweight","FEMALE",3,0,2,0,92.5,0.42,0,0,0,2,0,6,0,0,0,2,0,0,0,2,"Orthodox",160.02,162.56,115,0,3,0,36,0.4075,1.25,3,0.6575,3,1,12,1,0,0,1,0,2,0,3,"Orthodox",165.1,165.1,115,24,30,0,-1,-1,-1,1,-6,-1,0,-2,-5.08,-2.54,-6,56.5,-1.25,-3,0,"5","3","Red","S-DEC",NA,3,05:00:00,900,0,0,70,84,145,242,0.48,0.34,74,128,149,293,2,0,6,0,0.33,0,0,0,1,2,0,0,TRUE,"Saturday","Jul","2016","B_Women's Strawweight_rank","5"
"Joanna Jedrzejczyk","Claudia Gadelha",-130,110,76.92307692,110,2016-07-08,"Las Vegas, Nevada, USA","USA","1",TRUE,"Women's Strawweight","FEMALE",5,0,1,0,69.33333333,0.413333333,1,5.333333333,0.753333333,1,1,9,0,0,0,2,0,0,0,2,"Orthodox",162.56,160.02,115,0,5,0,96.6,0.434,0,0,0,5,0,16,3,0,1,2,2,0,0,5,"Orthodox",167.64,165.1,125,28,27,0,-4,-4,-3,-1,-7,-3,-2,0,-5.08,-5.08,1,-27.26666667,1,5.333333333,0,"1","0","Red","U-DEC",NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Friday","Jul","2016","B_Women's Strawweight_rank","1"
"Valerie Letourneau","Joanne Calderwood",-150,130,66.66666667,130,2016-06-18,"Ottawa, Ontario, Canada","Canada","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,70,0.523333333,0,1.666666667,0.416666667,1,1,7,0,0,0,2,0,0,0,2,"Orthodox",167.64,165.1,125,1,0,0,78.5,0.365,0.5,1,0.55,3,1,14,1,0,1,2,0,0,0,3,"Orthodox",170.18,172.72,115,33,30,1,1,-2,-1,0,-7,-1,0,0,-2.54,-7.62,3,-8.5,-0.5,0.666666667,0,NA,NA,"neither","KO/TKO","Kick",3,02:44:00,764,0,2,80,115,143,208,0.55,0.55,95,142,162,239,0,3,0,6,0,0.5,0,0,0,1,0,0,TRUE,"Saturday","Jun","2016","B_Women's Strawweight_rank","12"
"Carla Esparza","Juliana Lima",-190,165,52.63157895,165,2016-04-23,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Strawweight","FEMALE",3,0,2,0,26.66666667,0.446666667,0,1.666666667,0.44,2,1,9,0,0,0,2,0,0,0,2,"Orthodox",165.1,165.1,115,1,0,0,23,0.32,0.5,3,0.38,1,1,5,2,0,0,0,0,1,0,1,"Orthodox",154.94,160.02,115,28,34,1,2,1,1,0,4,-2,0,-1,10.16,5.08,-6,3.66666667,-0.5,-1.333333333,0,"14","2","Red","U-DEC",NA,3,05:00:00,900,0,0,28,26,42,43,0.66,0.6,130,56,167,76,5,0,7,3,0.71,0,0,0,4,1,0,2,TRUE,"Saturday","Apr","2016","B_Women's Strawweight_rank","14"
"Rose Namajunas","Tecia Torres",-160,140,62.5,140,2016-04-16,"Tampa, Florida, USA","USA","1",FALSE,"Women's Strawweight","FEMALE",3,0,3,0,68.33333333,0.483333333,0,1,0.386666667,3,0,9,0,0,0,3,0,0,0,3,"Orthodox",154.94,152.4,115,0,2,0,32.66666667,0.446666667,1.666666667,3.333333333,0.71,2,1,9,1,0,0,0,0,2,0,2,"Orthodox",165.1,165.1,115,23,26,0,1,1,1,1,0,-1,0,-2,-10.16,-12.7,-3,35.66666666,-1.666666667,-2.333333333,0,"4","3","Red","U-DEC",NA,3,05:00:00,900,0,0,46,61,156,121,0.29,0.5,48,93,160,155,2,0,4,1,0.5,0,0,0,0,0,0,0,TRUE,"Saturday","Apr","2016","B_Women's Strawweight_rank","4"
"Rose Namajunas","Paige VanZant",120,-140,120,71.42857143,2015-12-10,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Strawweight","FEMALE",5,0,3,0,67,0.613333333,1.333333333,2.666666667,0.44,3,0,9,0,0,0,1,1,1,0,3,"Orthodox",162.56,165.1,115,0,1,0,20.5,0.385,0.5,1,0.665,1,1,4,1,0,0,0,0,1,0,1,"Orthodox",165.1,165.1,115,23,21,0,2,2,2,1,5,-1,1,0,-2.54,0,2,46.5,0.833333333,1.666666667,0,"7","3","Red","SUB","Rear Naked Choke",5,02:25:00,1345,0,0,57,10,100,50,0.57,0.2,104,53,158,97,8,0,10,2,0.8,0,4,0,14,0,0,0,FALSE,"Thursday","Dec","2015","B_Women's Strawweight_rank","7"
"Joanna Jedrzejczyk","Valerie Letourneau",-1400,925,7.142857143,925,2015-11-14,"Melbourne, Victoria, Australia","Australia","1",TRUE,"Women's Strawweight","FEMALE",5,0,3,0,70.33333333,0.38,0.666666667,1,0.666666667,3,0,9,0,0,1,2,0,0,0,3,"Orthodox",170.18,172.72,115,0,4,0,65.75,0.42,0,0,0,4,0,11,2,0,1,1,2,0,0,4,"Orthodox",167.64,165.1,125,28,32,0,-1,-1,-1,0,-2,-2,-2,0,2.54,7.62,-4,4.58333333,0.666666667,1,0,"8","0","Red","U-DEC",NA,5,05:00:00,1500,0,0,220,103,441,321,0.49,0.32,227,120,448,341,0,1,0,5,0,0.2,0,0,0,0,0,0,TRUE,"Saturday","Nov","2015","B_Women's Strawweight_rank","8"
"Joanna Jedrzejczyk","Jessica Penne",-900,600,11.11111111,600,2015-06-20,"Berlin, Berlin, Germany","Germany","1",TRUE,"Women's Strawweight","FEMALE",5,0,1,0,39,0.39,0,4,0.5,1,0,3,0,0,1,0,0,0,0,1,"Orthodox",165.1,170.18,115,0,3,0,45.66666667,0.356666667,0,0,0,3,0,8,1,0,1,1,1,0,0,3,"Orthodox",167.64,165.1,125,27,32,0,-2,-2,-2,0,-5,-1,-1,0,-2.54,5.08,-5,-6.66666667,0,4,0,"3","0","Red","KO/TKO","Punches",3,04:22:00,862,0,0,126,25,204,88,0.61,0.28,162,28,247,91,0,0,0,11,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jun","2015","B_Women's Strawweight_rank","3"
"Tecia Torres","Angela Hill",-235,195,42.55319149,195,2015-06-13,"Mexico City, Distrito Federal, Mexico","Mexico","1",FALSE,"Women's Strawweight","FEMALE",3,0,1,0,107,0.67,0,0,0,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",160.02,162.56,115,0,1,0,96,0.48,0,1,1,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",154.94,152.4,115,25,30,0,0,0,0,0,0,0,0,0,5.08,10.16,-5,11,0,-1,0,"15","5","Red","U-DEC",NA,3,05:00:00,900,0,0,32,27,80,68,0.4,0.39,86,66,144,110,2,0,12,0,0.16,0,0,0,4,0,0,0,TRUE,"Saturday","Jun","2015","B_Women's Strawweight_rank","15"
"Randa Markos","Aisling Daly",-275,235,36.36363636,235,2015-04-25,"Montreal, Quebec, Canada","Canada","1",FALSE,"Women's Strawweight","FEMALE",3,0,1,0,16,0.61,1,1,0.5,1,0,1,0,0,0,0,0,1,0,1,"Switch",157.48,162.56,115,1,0,0,55,0.53,0,1,0.5,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",162.56,160.02,115,29,27,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,-39,1,0,0,"10","6","Red","U-DEC",NA,3,05:00:00,900,0,0,18,27,52,65,0.34,0.41,131,50,171,92,2,2,4,5,0.5,0.4,1,1,4,1,0,0,TRUE,"Saturday","Apr","2015","B_Women's Strawweight_rank","10"
"Felice Herrig","Paige VanZant",100,-120,100,83.33333333,2015-04-18,"Newark, New Jersey, USA","USA","0",FALSE,"Women's Strawweight","FEMALE",3,0,1,0,61,0.56,3,3,0.5,1,0,3,0,0,0,0,1,0,0,1,"Orthodox",162.56,165.1,115,0,1,0,8,0.57,3,1,1,1,0,2,0,0,0,0,0,1,0,1,"Orthodox",162.56,165.1,115,30,21,0,0,0,0,0,1,0,1,-1,0,0,9,53,0,2,0,"12","8","Red","U-DEC",NA,3,05:00:00,900,0,0,28,67,47,92,0.59,0.72,44,199,67,241,0,2,4,5,0,0.4,1,0,1,6,1,2,TRUE,"Saturday","Apr","2015","B_Women's Strawweight_rank","12"
"Carla Esparza","Joanna Jedrzejczyk",-160,140,62.5,140,2015-03-14,"Dallas, Texas, USA","USA","0",TRUE,"Women's Strawweight","FEMALE",5,0,2,0,42,0.285,0,0,0,2,0,6,0,0,1,1,0,0,0,2,"Orthodox",167.64,165.1,125,0,1,0,42,0.46,1,5,0.71,1,0,3,1,0,0,0,0,1,0,1,"Orthodox",154.94,160.02,115,27,27,0,1,1,1,0,3,-1,0,-1,12.7,5.08,0,0,-1,-5,0,"1","0","Red","KO/TKO","Punches",2,04:17:00,557,0,0,4,53,22,105,0.18,0.5,6,55,24,107,1,0,17,0,0.5,0,0,0,0,0,0,0,TRUE,"Saturday","Mar","2015","B_Women's Strawweight_rank","1"
"Holly Holm","Irene Aldana",-125,103,80,103,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Women's Bantamweight","FEMALE",5,0,2,0,6.16,0.38,0.1,0.28,0.5,3,3,22,0,0,1,2,1,1,0,5,"Orthodox",175.26,172.72,135,0,1,0,2.75,0.35,0.1,0.5,0.27,3,5,38,5,0,1,3,2,0,0,6,"Southpaw",172.72,175.26,135,38,32,0,1,0,-1,-2,-16,-5,-1,1,2.54,-2.54,-6,3.41,0,-0.22,1,"6","2","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2020","B_Women's Bantamweight_rank","6"
"Germaine de Randamie","Julianna Pena",-150,122,66.66666667,122,2020-10-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,2.96,0.51,0.9,2.6,0.52,4,1,13,1,0,0,3,2,0,0,5,"Orthodox",167.64,175.26,135,1,0,0,2.72,0.47,0.2,0,0,5,3,28,2,0,1,3,4,0,0,8,"Orthodox",175.26,180.34,135,36,31,-1,1,-1,-3,-2,-15,-1,-2,0,-7.62,-5.08,-5,0.24,0.7,2.6,1,"4","1","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2020","B_Women's Bantamweight_rank","4"
"Ketlen Vieira","Sijara Eubanks",-190,150,52.63157895,150,2020-09-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Women's Bantamweight","FEMALE",3,0,2,0,4.71,0.42,0.5,2.17,0.48,2,2,18,0,0,0,4,0,0,0,4,"Orthodox",162.56,170.18,135,1,0,0,2.74,0.35,0.8,2.03,0.57,4,1,12,0,0,2,1,0,1,0,4,"Orthodox",172.72,172.72,135,29,35,-1,2,-2,0,1,6,0,0,-1,-10.16,-2.54,6,1.97,-0.3,0.14,1,"13","7","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2020","B_Women's Bantamweight_rank","13"
"Julia Avila","Sijara Eubanks",-305,230,32.78688525,230,2020-09-12,"Las Vegas, Nevada, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,4.95,0.41,0,2,0.5,2,2,15,0,0,0,3,0,0,0,3,"Orthodox",162.56,170.18,135,0,2,0,3.9,0.42,0,0,0,2,0,4,0,0,0,1,1,0,0,2,"Orthodox",170.18,172.72,135,32,35,0,-1,0,1,2,11,0,-1,0,-7.62,-2.54,3,1.05,0,2,1,"15","14","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2020","B_Women's Bantamweight_rank","15"
"Raquel Pennington","Marion Reneau",-160,140,62.5,140,2020-06-20,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,2,0,1,3.46,0.41,1.1,0.35,1,2,4,27,0,0,0,1,2,2,0,5,"Orthodox",167.64,172.72,135,1,0,0,3.32,0.46,0.8,1.13,0.27,4,5,35,1,0,2,3,0,2,0,7,"Orthodox",170.18,170.18,135,31,43,1,0,-2,-2,-1,-8,-1,2,0,-2.54,2.54,12,0.14,0.3,-0.78,1,"10","6","Red","U-DEC",NA,3,05:00:00,900,0,0,107,46,154,117,0.69,0.39,118,81,165,154,1,2,2,4,0.5,0.5,0,0,0,0,1,0,TRUE,"Saturday","Jun","2020","B_Women's Bantamweight_rank","10"
"Amanda Nunes","Holly Holm",-360,300,27.77777778,300,2019-07-06,"Las Vegas, Nevada, USA","USA","1",TRUE,"Women's Bantamweight","FEMALE",5,0,1,0,2.75,0.35,0.1,0.5,0.27,3,4,34,4,0,1,2,2,0,0,5,"Southpaw",172.72,175.26,135,0,8,0,4.34,0.49,0.7,2.33,0.47,8,2,26,5,0,1,1,7,2,0,11,"Orthodox",172.72,175.26,135,31,37,0,-7,-5,-6,-2,8,-1,-5,-2,0,0,-6,-1.59,-0.6,-1.83,0,"2","0","Red","KO/TKO","Kick",1,04:10:00,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jul","2019","B_Women's Bantamweight_rank","2"
"Germaine De Randamie","Aspen Ladd",100,-120,100,83.33333333,2019-07-13,"Sacramento, California, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",5,0,3,0,5.22,0.55,1.2,2.45,0.75,3,0,6,0,0,0,1,2,0,0,3,"Orthodox",167.64,167.64,135,0,4,0,2.72,0.47,0.2,0,0,4,2,22,1,0,1,3,3,0,0,7,"Orthodox",175.26,180.34,135,35,24,0,-1,-1,-4,2,-16,-1,-1,0,-7.62,-12.7,11,2.5,1,2.45,0,"4",NA,"Blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jul","2019","B_Women's Bantamweight_rank","4"
"Raquel Pennington","Irene Aldana",115,-135,115,74.07407407,2019-07-20,"San Antonio, Texas, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,3,0,6.16,0.38,0.1,0.28,0.5,3,2,15,0,0,1,1,0,1,0,3,"Orthodox",175.26,172.72,135,2,0,0,3.32,0.46,0.8,1.13,0.27,4,4,29,1,0,1,3,0,2,0,6,"Orthodox",170.18,170.18,135,30,31,2,3,-1,-3,2,-14,-1,0,-1,5.08,2.54,-1,2.84,-0.7,-0.85,0,"10","6","Red","S-DEC",NA,3,05:00:00,900,0,0,47,52,137,184,0.34,0.28,86,75,181,208,1,0,6,0,0.16,0,0,0,1,0,0,0,TRUE,"Saturday","Jul","2019","B_Women's Bantamweight_rank","10"
"Alexis Davis","Viviane Araujo",165,-190,165,52.63157895,2019-07-27,"Edmonton, Alberta, Canada","Canada","0",FALSE,"Women's Flyweight","FEMALE",3,0,1,0,4.51,0.47,0,2.57,0.58,1,0,3,0,0,0,0,1,0,0,1,"Orthodox",162.56,172.72,125,2,0,0,4.27,0.46,0.8,0.74,0.33,3,5,34,1,0,2,4,1,1,0,8,"Orthodox",167.64,172.72,125,34,32,2,1,-2,-7,5,-31,-1,0,-1,-5.08,0,2,0.24,-0.8,1.83,0,NA,"8","Red","U-DEC",NA,3,05:00:00,900,0,0,68,67,137,148,0.49,0.45,134,79,213,162,0,2,4,2,0,1,0,0,0,0,1,0,TRUE,"Saturday","Jul","2019","B_Women's Bantamweight_rank","15"
"Sijara Eubanks","Bethe Correia",-290,245,34.48275862,245,2019-09-21,"Mexico City, Distrito Federal, Mexico","Mexico","0",FALSE,"Women's Bantamweight","FEMALE",3,2,0,1,4.47,0.44,0,0.37,0.2,3,4,24,1,0,2,1,1,0,0,4,"Orthodox",165.1,162.56,135,1,0,0,4.77,0.39,0,2,0.44,2,1,9,0,0,0,2,0,0,0,2,"Orthodox",162.56,170.18,135,34,36,-1,0,1,2,-3,15,1,1,0,2.54,-7.62,-2,-0.3,0,-1.63,0,"15","14","Red","U-DEC",NA,3,05:00:00,900,0,0,77,59,169,127,0.45,0.46,94,77,186,146,1,0,5,1,0.2,0,0,0,1,0,0,0,TRUE,"Saturday","Sep","2019","B_Women's Bantamweight_rank","15"
"Macy Chiasson","Lina Lansberg",-430,345,23.25581395,345,2019-09-28,"Copenhagen, Denmark","Denmark","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,2.76,0.57,0.1,0.71,0.33,1,3,16,0,0,0,3,0,0,0,3,"Orthodox",170.18,165.1,135,0,3,0,3.76,0.55,1,0,0,3,0,5,0,0,0,0,2,1,0,3,"Orthodox",180.34,182.88,135,28,37,0,-2,-2,0,-3,11,0,-2,-1,-10.16,-17.78,-9,-1,-0.9,0.71,0,"12","11","Red","U-DEC",NA,3,05:00:00,900,0,0,26,21,47,39,0.55,0.53,58,49,94,91,0,2,4,4,0,0.5,0,0,0,3,0,0,TRUE,"Saturday","Sep","2019","B_Women's Bantamweight_rank","12"
"Sara McMann","Lina Lansberg",-125,105,80,105,2020-01-25,"Raleigh, North Carolina, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,2,0,NA,0.57,0.2,0.83,0.33,2,3,19,0,0,0,4,0,0,0,4,"Orthodox",170.18,165.1,135,2,0,0,NA,0.44,0.5,4.67,0.64,5,5,31,1,0,1,4,1,3,0,9,"Orthodox",167.64,167.64,135,39,37,2,2,-3,-5,2,-12,-1,-1,-3,2.54,-2.54,2,0,-0.3,-3.84,0,"11","10","Red","U-DEC",NA,3,05:00:00,900,0,0,38,1,50,5,0.76,0.2,62,36,84,51,3,0,5,0,0.6,0,1,0,7,0,0,0,TRUE,"Saturday","Jan","2020","B_Women's Bantamweight_rank","11"
